participant_id,1,2,3,4,5,6,7,8,9,10
C1615465,450.0,344.111111111,317.125,500.166666667,428.0,369.5,353.375,409.142857143,381.888888889,361.428571429
C1618050,376.625,393.875,379.727272727,405.285714286,443.333333333,368.4,404.875,489.5,476.5,358.375
C1618374,333.125,320.75,355.375,411.0,387.625,399.571428571,387.571428571,398.833333333,434.777777778,539.166666667
C1618592,296.375,341.222222222,313.0,386.875,446.375,377.888888889,390.428571429,396.0,337.0,409.5
C1620200,323.375,306.0,342.888888889,346.428571429,337.0,357.666666667,341.285714286,422.125,431.571428571,392.875
C1621027,302.75,330.0,333.5,326.125,296.857142857,435.428571429,278.666666667,297.75,330.444444444,300.0
C1622201,254.571428571,325.5,265.166666667,283.428571429,286.75,273.5,327.875,327.833333333,267.0,320.090909091
C1626643,325.875,326.714285714,365.222222222,301.125,319.375,331.375,337.090909091,389.5,315.7,302.888888889
C1626757,337.857142857,335.555555556,325.857142857,354.625,380.166666667,359.142857143,339.5,332.375,390.25,314.5
C1632205,322.875,308.888888889,355.0,332.875,354.5,334.75,289.625,355.0,452.111111111,337.571428571
C1633118,278.0,376.875,338.25,323.111111111,345.5,383.875,376.888888889,332.625,303.0,315.875
C1634963,331.555555556,303.5,354.75,331.75,382.0,354.142857143,368.0,412.857142857,375.571428571,402.875
C1640091,340.333333333,544.0,363.428571429,393.857142857,415.285714286,373.0,378.6,384.888888889,392.777777778,379.4
C1642268,300.1,358.666666667,299.5,329.0,295.0,284.0,296.125,307.125,354.0,293.666666667
C1644135,339.8,364.285714286,371.0,338.555555556,374.0,347.375,429.428571429,454.625,432.2,387.875
C1645251,352.5,338.222222222,347.285714286,352.0,349.375,334.5,330.0,345.0,323.444444444,366.285714286
C1645897,292.9,314.0,340.0,329.5,411.25,389.5,363.285714286,396.0,502.625,350.9
C1646522,302.875,305.857142857,298.625,274.833333333,343.0,319.5,314.875,334.125,329.125,353.571428571
C1659767,379.9,374.875,397.666666667,446.833333333,519.75,542.0,459.75,399.444444444,510.125,418.25
C1661087,322.666666667,249.2,293.4,360.6,286.857142857,342.875,320.625,351.714285714,326.666666667,384.0
