participant_id,1,2,3,4,5,6,7,8,9,10
1211910,345.777777778,364.375,343.111111111,337.666666667,349.375,362.5,393.5,382.714285714,386.571428571,409.0
1460169,318.777777778,318.0,339.857142857,309.333333333,302.5,356.25,332.6,330.428571429,357.833333333,322.0
1504906,365.142857143,309.285714286,335.0,348.375,350.8,303.625,312.428571429,346.444444444,348.571428571,323.428571429
1506576,303.333333333,275.666666667,324.888888889,293.714285714,294.555555556,282.222222222,305.25,298.375,309.5,306.111111111
1512159,337.142857143,346.833333333,334.857142857,374.0,301.333333333,328.75,351.285714286,371.142857143,373.5,297.0
1514405,359.5,350.714285714,341.142857143,359.111111111,341.125,337.142857143,335.571428571,399.166666667,393.333333333,385.666666667
1517805,286.5,314.777777778,289.666666667,332.8,370.25,311.142857143,357.857142857,328.666666667,324.333333333,328.428571429
1524902,330.0,394.857142857,384.571428571,413.571428571,352.285714286,360.0,381.571428571,425.444444444,385.666666667,405.142857143
1529920,446.0,415.8,397.571428571,378.0,394.4,409.166666667,457.5,436.6,475.666666667,426.285714286
1535741,302.5,311.444444444,314.142857143,308.8,302.444444444,310.714285714,325.875,334.0,317.5,377.375
1556744,362.444444444,379.625,373.285714286,341.571428571,344.428571429,379.8,390.333333333,384.0,379.166666667,397.625
1606678,352.222222222,395.0,371.0,383.111111111,388.571428571,382.7,381.857142857,396.444444444,377.666666667,415.0
1621347,311.875,351.75,347.714285714,350.714285714,354.166666667,363.714285714,356.571428571,437.333333333,376.6,365.285714286
1627781,312.25,268.5,316.0,322.714285714,284.2,323.285714286,296.833333333,324.833333333,315.428571429,331.285714286
1641638,287.7,340.571428571,298.5,311.2,380.777777778,306.428571429,326.857142857,339.454545455,336.857142857,363.666666667
1643644,280.111111111,275.0,301.375,308.5,285.333333333,316.375,321.142857143,360.5,346.25,322.625
C1228296,297.555555556,327.5,284.5,303.444444444,339.375,353.090909091,301.666666667,324.25,361.75,353.444444444
C1234417,281.75,308.75,294.125,304.714285714,300.428571429,304.8,275.125,299.571428571,302.777777778,312.666666667
C1320593,336.9,333.0,347.0,362.111111111,365.428571429,283.714285714,343.0,347.5,393.142857143,359.5
C1431852,297.555555556,308.571428571,312.5,346.333333333,322.333333333,312.777777778,325.0,337.777777778,341.571428571,333.0
C1504038,307.375,299.0,288.444444444,313.25,277.555555556,310.625,299.875,310.444444444,290.333333333,298.111111111
C1512051,336.444444444,402.0,369.0,390.75,nan,413.0,436.0,429.25,448.285714286,427.6
C1525463,329.714285714,358.142857143,330.285714286,322.333333333,354.0,349.875,340.375,322.428571429,336.875,331.142857143
C1528257,331.1,336.875,345.875,368.75,374.75,321.666666667,388.625,376.875,357.0,389.444444444
C1556488,389.333333333,348.833333333,374.142857143,342.0,383.25,437.222222222,378.6,381.666666667,346.2,375.0
C1600521,319.111111111,311.428571429,348.333333333,353.555555556,365.25,316.75,309.0,328.666666667,379.875,358.375
C1606273,349.571428571,409.333333333,419.142857143,435.571428571,413.666666667,428.2,386.285714286,391.4,390.571428571,428.0
C1607048,326.714285714,334.25,315.5,339.888888889,355.833333333,376.571428571,357.727272727,354.714285714,374.571428571,395.125
C1618050,357.714285714,365.571428571,365.2,341.166666667,405.75,368.4,378.428571429,347.5,399.666666667,358.375
C1618592,296.375,341.222222222,313.0,323.428571429,347.166666667,360.75,364.5,342.333333333,337.0,375.166666667
C1620200,323.375,306.0,342.888888889,346.428571429,337.0,357.666666667,341.285714286,366.857142857,371.833333333,363.285714286
C1626643,325.875,326.714285714,322.75,301.125,319.375,331.375,337.090909091,356.714285714,315.7,302.888888889
C1626757,337.857142857,335.555555556,325.857142857,354.625,327.0,359.142857143,339.5,332.375,346.666666667,314.5
C1634963,331.555555556,303.5,331.0,331.75,326.833333333,354.142857143,368.0,388.833333333,351.833333333,382.857142857
C1640091,318.875,390.2,363.428571429,375.833333333,307.4,348.0,347.0,370.375,392.777777778,364.444444444
C1642268,300.1,280.2,299.5,329.0,295.0,284.0,296.125,307.125,354.0,293.666666667
C1661087,322.666666667,249.2,293.4,343.666666667,248.666666667,315.571428571,320.625,318.0,326.666666667,361.0
