participant_id,5,10,15,20,25
1211910,367.823529412,343.631578947,383.971428571,376.84375,394.294117647
1460169,314.731707317,335.219512195,341.351351351,336.0,354.4
1504906,333.595238095,360.4,369.828571429,348.657894737,362.861111111
1506576,326.631578947,329.0,343.5,338.0,337.516129032
1512159,377.934782609,383.236842105,342.72972973,363.5,332.303030303
1514405,318.714285714,340.307692308,341.615384615,335.257142857,326.2
1517805,331.789473684,344.114285714,365.743589744,380.129032258,374.736842105
1524902,379.131578947,386.847826087,387.358974359,399.5625,377.413793103
1529920,394.733333333,411.677419355,399.657894737,410.96875,392.066666667
1535741,299.066666667,316.511627907,319.857142857,334.435897436,338.071428571
1556744,362.707317073,389.612903226,394.125,396.346153846,386.434782609
1606678,365.0,328.65,325.069767442,348.184210526,372.733333333
1621347,370.387096774,392.027777778,387.193548387,364.424242424,375.090909091
1627781,323.409090909,353.135135135,350.942857143,385.62962963,409.6
1641638,321.051282051,356.025641026,380.470588235,401.794871795,403.257142857
1643644,311.275,337.361111111,334.487179487,352.725,349.258064516
C1228296,355.372093023,366.189189189,363.692307692,386.90625,397.214285714
C1234417,309.0,317.897435897,327.888888889,319.157894737,320.542857143
C1320593,386.918918919,410.419354839,419.473684211,418.714285714,399.846153846
C1431852,295.523809524,298.2,297.268292683,294.564102564,308.444444444
C1504038,316.095238095,321.177777778,322.5,326.0,332.807692308
C1512051,393.36,405.75,392.655172414,373.709677419,393.666666667
C1525463,316.684210526,329.195121951,334.702702703,337.804878049,326.351351351
C1528257,330.658536585,353.825,362.885714286,367.540540541,362.171428571
C1556488,406.525,380.363636364,418.939393939,404.3125,432.52
C1600521,391.3,395.242424242,378.727272727,360.117647059,372.805555556
C1606273,433.888888889,411.0,433.826086957,434.0,412.176470588
C1607048,394.096774194,386.411764706,397.222222222,408.275862069,438.80952381
C1618050,340.184210526,370.470588235,377.925925926,375.708333333,394.259259259
C1618592,352.368421053,382.696969697,402.269230769,414.612903226,379.9375
C1620200,354.568181818,359.675,373.060606061,379.921052632,377.314285714
C1626643,326.0,345.6,331.942857143,340.102564103,352.25
C1626757,327.911764706,322.236842105,337.642857143,345.0,348.05
C1634963,332.837837838,337.9,348.166666667,408.166666667,396.617647059
C1640091,344.567567568,371.058823529,349.4,360.771428571,374.029411765
C1642268,269.046511628,274.225,282.151515152,290.361111111,284.828571429
C1661087,341.459459459,345.294117647,328.967741935,360.387096774,375.612903226
