participant_id,1,2,3,4,5,6,7,8,9,10
C1626643,304.444444444,345.857142857,375.666666667,429.5,400.25,379.444444444,371.555555556,367.4,362.0,324.5
C1626757,320.0,362.125,328.5,419.25,317.375,331.714285714,364.0,361.5,314.75,331.75
C1632205,337.375,415.75,353.888888889,408.111111111,388.777777778,422.125,347.555555556,507.428571429,345.428571429,454.375
C1633118,277.111111111,278.0,317.888888889,290.285714286,324.8,282.857142857,396.333333333,301.0,350.428571429,284.285714286
C1634963,328.625,346.571428571,298.875,332.875,453.375,347.833333333,345.375,338.5,384.909090909,328.125
C1640091,357.181818182,353.142857143,361.75,339.428571429,413.714285714,380.875,428.875,409.333333333,378.125,429.625
C1642268,258.25,279.222222222,260.285714286,271.555555556,272.4,247.714285714,265.875,275.0,282.555555556,295.625
C1644135,337.666666667,347.571428571,354.444444444,343.5,390.5,343.2,358.5,350.0,396.6,401.142857143
C1645251,330.0,334.888888889,313.25,336.875,343.375,397.3,342.142857143,355.444444444,378.5,349.833333333
C1645897,321.222222222,317.833333333,346.833333333,431.285714286,341.571428571,381.0,524.666666667,461.2,404.6,327.2
C1646522,296.666666667,336.333333333,336.625,347.222222222,409.125,411.25,452.625,386.8,388.428571429,421.857142857
C1659767,441.375,417.125,405.25,407.2,495.9,503.142857143,483.75,531.0,443.666666667,625.375
C1661087,347.5,332.375,324.25,390.375,413.285714286,363.125,404.125,314.142857143,433.777777778,348.0
