participant_id,5,10,15,20,25
1211910,357.30952381,403.35,413.55,468.58974359,435.461538462
1316438,342.421052632,345.365853659,362.725,365.228571429,383.384615385
1332972,361.526315789,362.45,371.41025641,361.0,396.585365854
1406813,440.282051282,433.935483871,465.416666667,nan,nan
1436601,416.487804878,422.595238095,424.722222222,460.093023256,483.243243243
1460169,327.684210526,348.923076923,369.487179487,365.225,358.488372093
1504906,366.289473684,333.282051282,349.475,362.302325581,326.45
1506576,300.375,300.0,325.804878049,343.405405405,318.2
1512159,340.735294118,348.3,340.756097561,391.219512195,368.769230769
1514405,358.87804878,376.361111111,425.75,430.564102564,376.868421053
1517805,316.871794872,351.085714286,335.675,324.55,374.833333333
1522976,302.844444444,319.95,339.7,346.538461538,334.941176471
1524902,400.611111111,407.55,428.295454545,463.351351351,434.30952381
1527644,309.12195122,300.85,327.275,324.902439024,318.131578947
1529920,481.736842105,492.411764706,400.230769231,392.473684211,422.170731707
1530539,289.048780488,358.418604651,337.368421053,358.80952381,344.583333333
1535741,312.409090909,333.666666667,338.026315789,350.658536585,350.921052632
1556744,376.523809524,421.263157895,462.805555556,479.243243243,515.5
1606678,383.526315789,395.926829268,383.846153846,363.923076923,383.842105263
1621347,377.75,406.666666667,430.666666667,419.146341463,443.944444444
1627781,310.0,330.428571429,354.342105263,392.272727273,426.35
1629216,324.317073171,309.575,357.195121951,370.594594595,341.9
1641638,322.658536585,340.738095238,318.375,340.214285714,358.029411765
1642612,308.722222222,343.87804878,364.45,328.820512821,342.55
1643644,289.714285714,337.925,374.263157895,338.974358974,353.575
C1214313,297.282051282,305.951219512,310.525,346.846153846,317.025641026
C1228296,321.933333333,353.511627907,336.948717949,373.380952381,414.466666667
C1234417,297.710526316,299.651162791,319.58974359,307.435897436,339.925
C1320593,348.268292683,361.8,412.277777778,383.974358974,408.333333333
C1406813,351.128205128,349.714285714,347.43902439,386.7,388.736842105
C1414041,405.472222222,469.928571429,465.023809524,461.470588235,531.256410256
C1431852,317.945945946,333.902439024,322.575,302.463414634,328.578947368
C1436560,343.244444444,309.463414634,320.414634146,340.279069767,361.0
C1442429,288.976190476,309.325,293.078947368,307.214285714,324.157894737
C1504038,296.325,307.609756098,349.558139535,375.431818182,350.5
C1512051,440.945945946,500.615384615,457.823529412,471.972972973,467.5
C1512071,327.675,355.476190476,382.0,385.189189189,397.324324324
C1515382,339.05,373.512195122,381.772727273,375.954545455,388.033333333
C1516633,335.0,362.80952381,365.365853659,369.714285714,376.694444444
C1518993,337.795454545,368.76744186,417.205128205,405.880952381,447.466666667
C1519331,375.465116279,406.485714286,419.219512195,429.675,413.538461538
C1519725,318.710526316,325.227272727,319.525,320.023255814,363.088235294
C1524781,306.463414634,298.236842105,333.166666667,345.279069767,385.2
C1525463,366.846153846,341.205128205,361.707317073,363.071428571,393.564102564
C1526103,391.45,367.268292683,383.868421053,407.789473684,411.4
C1528257,358.204545455,373.204545455,353.674418605,324.142857143,321.84
C1543535,298.928571429,338.973684211,384.195121951,363.605263158,372.12195122
C1556488,381.0,434.85,404.512820513,405.380952381,414.457142857
C1600521,339.641025641,344.435897436,336.15,396.11627907,417.675675676
C1604472,330.88372093,318.972972973,364.054054054,395.292682927,392.078947368
C1606273,427.625,474.085714286,557.516129032,526.941176471,688.058823529
C1607048,353.615384615,379.880952381,412.131578947,454.03030303,442.558823529
C1608169,317.853658537,326.844444444,327.634146341,338.648648649,358.861111111
C1609356,353.404761905,370.75,407.447368421,408.085714286,426.194444444
C1614245,356.625,378.707317073,349.0,389.972222222,380.083333333
C1615465,400.815789474,374.717948718,382.953488372,432.078947368,420.368421053
C1618050,399.255813953,417.095238095,414.894736842,442.536585366,440.75
C1618374,358.973684211,430.028571429,414.5,437.710526316,473.820512821
C1618592,358.615384615,384.210526316,436.722222222,441.888888889,412.815789474
C1620200,331.692307692,388.435897436,416.692307692,413.2,462.12195122
C1621027,318.078947368,327.58974359,318.590909091,403.395348837,364.8125
C1622201,282.470588235,306.864864865,303.076923077,308.210526316,311.214285714
C1626643,328.625,333.869565217,338.388888889,336.476190476,339.6
C1626757,345.513513514,346.846153846,358.947368421,378.769230769,386.384615385
C1632205,335.590909091,356.717948718,391.425,424.871794872,409.459459459
C1633118,333.909090909,343.292682927,344.153846154,394.473684211,402.210526316
C1634963,340.487804878,382.076923077,415.307692308,411.093023256,420.363636364
C1640091,411.131578947,382.0,380.142857143,345.421052632,360.216216216
C1642268,312.818181818,307.055555556,338.487179487,363.227272727,395.0
C1644135,357.2,410.902439024,414.230769231,432.428571429,403.46875
C1645251,347.756097561,338.842105263,387.256410256,391.512820513,400.268292683
C1645897,336.289473684,399.435897436,410.886363636,441.837837838,494.243243243
C1646522,307.605263158,329.641025641,349.722222222,351.512820513,405.717391304
C1659767,421.657894737,466.142857143,453.0,525.228571429,487.111111111
C1661087,309.707317073,344.55,340.605263158,344.5,368.947368421
