participant_id,5,10,15,20,25
c1210910,355.292682927,329.676470588,353.12195122,327.58974359,352.0
c1214313,297.282051282,305.951219512,310.525,346.846153846,317.025641026
c1219715,501.447368421,491.071428571,503.925925926,497.5,499.609756098
c1316438,342.421052632,345.365853659,362.725,365.228571429,383.384615385
c1332603,697.459459459,537.575,583.818181818,597.513513514,569.547619048
c1332972,361.526315789,362.45,371.41025641,361.0,396.585365854
c1406813,440.282051282,433.935483871,465.416666667,nan,nan
c1414041,334.230769231,371.162162162,381.473684211,nan,nan
c1422310,471.578947368,504.783783784,522.294117647,nan,nan
c1428155,470.161290323,485.25,508.176470588,536.935483871,574.411764706
c1429501,479.842105263,492.648648649,527.0,529.676470588,550.756756757
c1436560,343.244444444,309.463414634,320.414634146,340.279069767,361.0
c1436601,416.487804878,422.595238095,424.722222222,460.093023256,483.243243243
c1442429,288.976190476,309.325,293.078947368,307.214285714,324.157894737
c1462216,311.295454545,317.051282051,308.175,321.804878049,349.411764706
c1476575,477.625,472.771428571,491.8,nan,nan
c1500258,456.25,455.780487805,464.285714286,nan,nan
c1510407,470.657142857,475.682926829,554.941176471,586.783783784,589.289473684
c1512071,327.675,355.476190476,382.0,385.189189189,397.324324324
c1514333,486.951219512,486.078947368,487.725,479.029411765,463.939393939
c1520925,529.414634146,551.175,546.029411765,588.205882353,568.189189189
c1528148,512.358974359,522.4,575.257142857,587.083333333,585.170731707
c1530539,289.048780488,358.418604651,337.368421053,358.80952381,344.583333333
c1530965,318.365853659,352.785714286,364.135135135,356.619047619,341.333333333
c1574067,454.222222222,504.947368421,506.65,521.076923077,543.4
